datetime,leads,cpl,roi
2023-02-01 17:00:00,2,30.91,0.319
2023-02-01 18:00:00,0,32.35,0.294
2023-02-01 19:00:00,2,35.79,0.353
2023-02-01 20:00:00,0,32.5,0.366
2023-02-01 21:00:00,5,33.55,0.382
2023-02-01 22:00:00,4,33.92,0.384
2023-02-01 23:00:00,4,31.49,0.354
2023-02-02 00:00:00,6,33.3,0.333
2023-02-02 01:00:00,3,35.82,0.406
2023-02-02 02:00:00,7,35.43,0.34
2023-02-02 03:00:00,6,36.17,0.424
2023-02-02 04:00:00,5,35.93,0.311
2023-02-02 05:00:00,7,34.7,0.348
2023-02-02 06:00:00,3,34.51,0.487
2023-02-02 07:00:00,3,34.34,0.494
2023-02-02 08:00:00,3,32.55,0.317
2023-02-02 09:00:00,3,31.71,0.445
2023-02-02 10:00:00,2,32.37,0.466
2023-02-02 11:00:00,4,33.06,0.438
2023-02-02 12:00:00,2,32.37,0.382
2023-02-02 13:00:00,2,34.48,0.288
2023-02-02 14:00:00,0,34.03,0.389
2023-02-02 15:00:00,0,34.22,0.405
2023-02-02 16:00:00,1,34.27,0.397
2023-02-02 17:00:00,0,35.93,0.409
2023-02-02 18:00:00,0,33.49,0.344
2023-02-02 19:00:00,0,35.49,0.36
2023-02-02 20:00:00,4,34.47,0.265
2023-02-02 21:00:00,3,35.67,0.429
2023-02-02 22:00:00,2,36.61,0.34
2023-02-02 23:00:00,4,34.5,0.372
2023-02-03 00:00:00,1,33.52,0.397
2023-02-03 01:00:00,4,33.47,0.356
2023-02-03 02:00:00,4,32.31,0.331
2023-02-03 03:00:00,4,32.21,0.397
2023-02-03 04:00:00,6,34.98,0.295
2023-02-03 05:00:00,5,31.22,0.423
2023-02-03 06:00:00,4,36.34,0.417
2023-02-03 07:00:00,1,32.77,0.357
2023-02-03 08:00:00,2,38.77,0.359
2023-02-03 09:00:00,3,31.62,0.335
2023-02-03 10:00:00,3,33.47,0.365
2023-02-03 11:00:00,0,32.24,0.374
2023-02-03 12:00:00,5,31.32,0.368
2023-02-03 13:00:00,3,35.0,0.456
2023-02-03 14:00:00,2,30.62,0.296
2023-02-03 15:00:00,1,31.44,0.339
2023-02-03 16:00:00,0,33.93,0.42
2023-02-03 17:00:00,0,34.21,0.487
2023-02-03 18:00:00,1,29.9,0.341
2023-02-03 19:00:00,1,33.81,0.434
2023-02-03 20:00:00,0,32.87,0.326
2023-02-03 21:00:00,2,30.74,0.364
2023-02-03 22:00:00,2,30.96,0.384
2023-02-03 23:00:00,0,28.43,0.349
2023-02-04 00:00:00,2,35.9,0.363
2023-02-04 01:00:00,3,34.45,0.315
2023-02-04 02:00:00,7,29.81,0.417
2023-02-04 03:00:00,6,33.95,0.339
2023-02-04 04:00:00,3,31.16,0.35
2023-02-04 05:00:00,6,34.1,0.344
2023-02-04 06:00:00,3,31.24,0.347
2023-02-04 07:00:00,7,31.47,0.391
2023-02-04 08:00:00,4,31.58,0.386
2023-02-04 09:00:00,4,30.8,0.509
2023-02-04 10:00:00,6,34.87,0.371
2023-02-04 11:00:00,2,33.83,0.378
2023-02-04 12:00:00,1,32.21,0.45
2023-02-04 13:00:00,2,34.0,0.394
2023-02-04 14:00:00,4,28.66,0.378
2023-02-04 15:00:00,0,29.42,0.376
2023-02-04 16:00:00,0,32.78,0.393
2023-02-04 17:00:00,2,33.26,0.432
2023-02-04 18:00:00,3,32.31,0.45
2023-02-04 19:00:00,5,27.94,0.434
2023-02-04 20:00:00,3,29.54,0.406
2023-02-04 21:00:00,3,32.46,0.393
2023-02-04 22:00:00,6,36.44,0.485
2023-02-04 23:00:00,2,33.98,0.359
2023-02-05 00:00:00,5,34.66,0.418
2023-02-05 01:00:00,7,32.14,0.441
2023-02-05 02:00:00,7,32.09,0.435
2023-02-05 03:00:00,6,29.31,0.344
2023-02-05 04:00:00,8,33.24,0.523
2023-02-05 05:00:00,4,31.15,0.466
2023-02-05 06:00:00,7,32.64,0.435
2023-02-05 07:00:00,8,31.27,0.332
2023-02-05 08:00:00,6,31.73,0.431
2023-02-05 09:00:00,7,30.95,0.267
2023-02-05 10:00:00,7,31.53,0.371
2023-02-05 11:00:00,6,33.04,0.387
2023-02-05 12:00:00,6,28.46,0.36
2023-02-05 13:00:00,4,27.97,0.461
2023-02-05 14:00:00,5,31.76,0.387
2023-02-05 15:00:00,6,33.75,0.334
2023-02-05 16:00:00,5,34.21,0.42
2023-02-05 17:00:00,4,28.33,0.402
2023-02-05 18:00:00,5,29.93,0.294
2023-02-05 19:00:00,6,27.74,0.449
2023-02-05 20:00:00,3,29.55,0.387
2023-02-05 21:00:00,8,32.86,0.431
2023-02-05 22:00:00,6,30.54,0.402
2023-02-05 23:00:00,8,29.77,0.365
2023-02-06 00:00:00,10,31.57,0.403
2023-02-06 01:00:00,6,28.85,0.377
2023-02-06 02:00:00,8,33.58,0.396
2023-02-06 03:00:00,9,30.36,0.412
2023-02-06 04:00:00,8,29.5,0.389
2023-02-06 05:00:00,12,31.44,0.405
2023-02-06 06:00:00,8,32.1,0.363
2023-02-06 07:00:00,9,33.37,0.353
2023-02-06 08:00:00,10,29.71,0.42
2023-02-06 09:00:00,7,32.26,0.454
2023-02-06 10:00:00,8,30.25,0.355
2023-02-06 11:00:00,8,28.78,0.397
2023-02-06 12:00:00,7,28.4,0.311
2023-02-06 13:00:00,7,27.72,0.471
2023-02-06 14:00:00,6,28.39,0.438
2023-02-06 15:00:00,4,32.06,0.352
2023-02-06 16:00:00,7,31.2,0.363
2023-02-06 17:00:00,9,27.26,0.441
2023-02-06 18:00:00,6,26.2,0.39
2023-02-06 19:00:00,7,27.43,0.412
2023-02-06 20:00:00,8,28.05,0.331
2023-02-06 21:00:00,5,28.96,0.41
2023-02-06 22:00:00,10,31.87,0.373
2023-02-06 23:00:00,8,28.38,0.396
2023-02-07 00:00:00,11,32.79,0.361
2023-02-07 01:00:00,8,26.03,0.37
2023-02-07 02:00:00,12,28.65,0.386
2023-02-07 03:00:00,11,30.88,0.351
2023-02-07 04:00:00,11,30.96,0.494
2023-02-07 05:00:00,10,28.55,0.328
2023-02-07 06:00:00,9,31.18,0.405
2023-02-07 07:00:00,11,30.76,0.395
2023-02-07 08:00:00,9,27.72,0.418
2023-02-07 09:00:00,6,29.68,0.255
2023-02-07 10:00:00,6,30.41,0.296
2023-02-07 11:00:00,7,27.74,0.353
2023-02-07 12:00:00,7,32.31,0.426
2023-02-07 13:00:00,6,27.2,0.367
2023-02-07 14:00:00,8,29.12,0.365
2023-02-07 15:00:00,2,26.29,0.381
2023-02-07 16:00:00,5,28.95,0.338
2023-02-07 17:00:00,2,26.57,0.403
2023-02-07 18:00:00,6,28.08,0.389
2023-02-07 19:00:00,5,25.45,0.405
2023-02-07 20:00:00,6,30.18,0.456
2023-02-07 21:00:00,4,29.25,0.368
2023-02-07 22:00:00,8,30.67,0.385
2023-02-07 23:00:00,8,27.76,0.33
2023-02-08 00:00:00,8,30.68,0.317
2023-02-08 01:00:00,7,28.45,0.379
2023-02-08 02:00:00,8,28.56,0.385
2023-02-08 03:00:00,7,32.52,0.414
2023-02-08 04:00:00,9,27.28,0.408
2023-02-08 05:00:00,10,30.66,0.392
2023-02-08 06:00:00,9,29.13,0.464
2023-02-08 07:00:00,6,26.98,0.364
2023-02-08 08:00:00,7,25.46,0.37
2023-02-08 09:00:00,4,25.98,0.393
2023-02-08 10:00:00,6,30.27,0.32
2023-02-08 11:00:00,6,31.44,0.413
2023-02-08 12:00:00,2,28.11,0.383
2023-02-08 13:00:00,2,28.17,0.384
2023-02-08 14:00:00,3,29.4,0.406
2023-02-08 15:00:00,2,27.95,0.398
2023-02-08 16:00:00,1,29.97,0.399
2023-02-08 17:00:00,3,28.31,0.359
2023-02-08 18:00:00,3,27.96,0.457
2023-02-08 19:00:00,2,26.25,0.306
2023-02-08 20:00:00,1,25.72,0.344
2023-02-08 21:00:00,4,21.26,0.351
2023-02-08 22:00:00,6,30.01,0.343
2023-02-08 23:00:00,3,27.21,0.291
2023-02-09 00:00:00,3,26.66,0.461
2023-02-09 01:00:00,5,23.52,0.411
2023-02-09 02:00:00,4,26.11,0.347
2023-02-09 03:00:00,5,25.81,0.413
2023-02-09 04:00:00,6,25.72,0.37
2023-02-09 05:00:00,2,27.94,0.364
2023-02-09 06:00:00,7,27.48,0.33
2023-02-09 07:00:00,5,24.48,0.379
2023-02-09 08:00:00,4,24.57,0.347
2023-02-09 09:00:00,4,24.53,0.33
2023-02-09 10:00:00,3,30.72,0.426
2023-02-09 11:00:00,0,30.05,0.337
2023-02-09 12:00:00,4,25.32,0.448
2023-02-09 13:00:00,2,23.04,0.342
2023-02-09 14:00:00,2,27.21,0.303
2023-02-09 15:00:00,2,27.02,0.404
2023-02-09 16:00:00,0,27.52,0.355
2023-02-09 17:00:00,1,28.34,0.299
2023-02-09 18:00:00,0,27.72,0.39
2023-02-09 19:00:00,2,24.55,0.312
2023-02-09 20:00:00,0,27.34,0.278
2023-02-09 21:00:00,1,28.43,0.411
2023-02-09 22:00:00,1,25.24,0.452
2023-02-09 23:00:00,3,27.25,0.358
2023-02-10 00:00:00,3,25.52,0.438
2023-02-10 01:00:00,2,30.58,0.417
2023-02-10 02:00:00,2,23.9,0.411
2023-02-10 03:00:00,4,28.84,0.369
2023-02-10 04:00:00,3,23.15,0.347
2023-02-10 05:00:00,5,30.05,0.394
2023-02-10 06:00:00,3,24.15,0.41
2023-02-10 07:00:00,0,26.78,0.314
2023-02-10 08:00:00,3,23.11,0.361
2023-02-10 09:00:00,1,23.64,0.368
2023-02-10 10:00:00,0,28.11,0.363
2023-02-10 11:00:00,0,28.34,0.343
2023-02-10 12:00:00,2,26.73,0.31
2023-02-10 13:00:00,3,27.71,0.362
2023-02-10 14:00:00,1,28.29,0.363
2023-02-10 15:00:00,0,24.8,0.353
2023-02-10 16:00:00,1,23.34,0.409
2023-02-10 17:00:00,0,26.09,0.308
2023-02-10 18:00:00,0,24.93,0.391
2023-02-10 19:00:00,0,26.84,0.287
2023-02-10 20:00:00,0,27.13,0.373
2023-02-10 21:00:00,1,24.64,0.264
2023-02-10 22:00:00,2,27.39,0.332
2023-02-10 23:00:00,3,27.26,0.375
2023-02-11 00:00:00,3,27.38,0.305
2023-02-11 01:00:00,2,25.09,0.305
2023-02-11 02:00:00,5,27.44,0.425
2023-02-11 03:00:00,3,26.89,0.296
2023-02-11 04:00:00,6,27.11,0.37
2023-02-11 05:00:00,4,29.16,0.45
2023-02-11 06:00:00,4,26.44,0.383
2023-02-11 07:00:00,3,24.55,0.377
2023-02-11 08:00:00,4,23.52,0.34
2023-02-11 09:00:00,6,27.97,0.34
2023-02-11 10:00:00,5,26.41,0.367
2023-02-11 11:00:00,5,29.01,0.276
2023-02-11 12:00:00,4,21.59,0.426
2023-02-11 13:00:00,1,27.45,0.386
2023-02-11 14:00:00,2,25.08,0.288
2023-02-11 15:00:00,1,24.88,0.427
2023-02-11 16:00:00,4,24.04,0.41
2023-02-11 17:00:00,1,27.34,0.398
2023-02-11 18:00:00,4,26.75,0.487
2023-02-11 19:00:00,4,23.22,0.38
2023-02-11 20:00:00,6,25.82,0.452
2023-02-11 21:00:00,3,26.88,0.377
2023-02-11 22:00:00,5,25.81,0.398
2023-02-11 23:00:00,8,27.65,0.348
2023-02-12 00:00:00,5,24.83,0.281
2023-02-12 01:00:00,4,20.89,0.284
2023-02-12 02:00:00,4,25.75,0.371
2023-02-12 03:00:00,8,25.73,0.363
2023-02-12 04:00:00,5,25.97,0.316
2023-02-12 05:00:00,7,27.55,0.361
2023-02-12 06:00:00,8,21.41,0.397
2023-02-12 07:00:00,8,24.82,0.439
2023-02-12 08:00:00,8,23.44,0.34
2023-02-12 09:00:00,7,22.86,0.394
2023-02-12 10:00:00,9,25.11,0.462
2023-02-12 11:00:00,5,26.65,0.412
2023-02-12 12:00:00,5,25.83,0.336
2023-02-12 13:00:00,4,23.84,0.38
2023-02-12 14:00:00,6,24.91,0.384
2023-02-12 15:00:00,6,27.05,0.406
2023-02-12 16:00:00,6,26.55,0.376
2023-02-12 17:00:00,7,24.06,0.399
2023-02-12 18:00:00,3,23.92,0.425
2023-02-12 19:00:00,8,21.72,0.322
2023-02-12 20:00:00,8,24.28,0.308
2023-02-12 21:00:00,7,21.66,0.405
2023-02-12 22:00:00,9,29.25,0.367
2023-02-12 23:00:00,5,23.4,0.417
2023-02-13 00:00:00,7,27.32,0.428
2023-02-13 01:00:00,7,28.73,0.282
2023-02-13 02:00:00,10,25.52,0.332
2023-02-13 03:00:00,8,24.88,0.368
2023-02-13 04:00:00,11,22.42,0.323
2023-02-13 05:00:00,12,24.05,0.35
2023-02-13 06:00:00,11,28.26,0.31
2023-02-13 07:00:00,10,25.75,0.352
2023-02-13 08:00:00,8,25.1,0.325
2023-02-13 09:00:00,8,27.66,0.391
2023-02-13 10:00:00,10,26.42,0.419
2023-02-13 11:00:00,9,24.73,0.394
2023-02-13 12:00:00,7,25.46,0.503
2023-02-13 13:00:00,6,23.48,0.42
2023-02-13 14:00:00,4,23.89,0.418
2023-02-13 15:00:00,5,24.6,0.369
2023-02-13 16:00:00,9,26.12,0.358
2023-02-13 17:00:00,4,22.51,0.437
2023-02-13 18:00:00,6,25.16,0.361
2023-02-13 19:00:00,8,24.22,0.375
2023-02-13 20:00:00,5,23.2,0.364
2023-02-13 21:00:00,7,24.23,0.4
2023-02-13 22:00:00,9,20.36,0.418
2023-02-13 23:00:00,8,23.48,0.426
2023-02-14 00:00:00,13,22.8,0.358
2023-02-14 01:00:00,6,24.44,0.382
2023-02-14 02:00:00,11,20.44,0.389
2023-02-14 03:00:00,9,25.38,0.446
2023-02-14 04:00:00,11,26.82,0.283
2023-02-14 05:00:00,10,24.77,0.373
2023-02-14 06:00:00,8,26.01,0.34
2023-02-14 07:00:00,10,23.99,0.346
2023-02-14 08:00:00,6,21.91,0.33
2023-02-14 09:00:00,9,25.02,0.399
2023-02-14 10:00:00,8,26.38,0.25
2023-02-14 11:00:00,8,22.38,0.365
2023-02-14 12:00:00,8,24.1,0.281
2023-02-14 13:00:00,7,24.54,0.338
2023-02-14 14:00:00,6,30.75,0.362
2023-02-14 15:00:00,4,25.5,0.352
2023-02-14 16:00:00,4,21.24,0.406
2023-02-14 17:00:00,7,20.76,0.435
2023-02-14 18:00:00,7,26.53,0.47
2023-02-14 19:00:00,5,30.05,0.372
2023-02-14 20:00:00,5,24.52,0.43
2023-02-14 21:00:00,4,24.41,0.445
2023-02-14 22:00:00,8,25.96,0.348
2023-02-14 23:00:00,7,23.51,0.433
2023-02-15 00:00:00,10,20.03,0.263
2023-02-15 01:00:00,6,27.2,0.387
2023-02-15 02:00:00,7,23.91,0.452
2023-02-15 03:00:00,8,27.25,0.377
2023-02-15 04:00:00,9,23.64,0.362
2023-02-15 05:00:00,7,25.41,0.362
2023-02-15 06:00:00,6,26.89,0.445
2023-02-15 07:00:00,9,27.33,0.292
2023-02-15 08:00:00,8,25.67,0.352
2023-02-15 09:00:00,5,25.58,0.413
2023-02-15 10:00:00,8,26.47,0.387
2023-02-15 11:00:00,7,26.17,0.431
2023-02-15 12:00:00,5,22.68,0.405
2023-02-15 13:00:00,4,22.73,0.347
2023-02-15 14:00:00,4,21.07,0.4
2023-02-15 15:00:00,2,26.83,0.305
2023-02-15 16:00:00,3,24.53,0.27
2023-02-15 17:00:00,0,26.97,0.34
2023-02-15 18:00:00,4,26.16,0.375
2023-02-15 19:00:00,0,23.36,0.33
2023-02-15 20:00:00,5,25.14,0.379
2023-02-15 21:00:00,2,24.49,0.374
2023-02-15 22:00:00,3,24.2,0.278
2023-02-15 23:00:00,3,27.26,0.344
2023-02-16 00:00:00,4,30.47,0.418
2023-02-16 01:00:00,7,27.7,0.395
2023-02-16 02:00:00,1,25.43,0.336
2023-02-16 03:00:00,7,28.03,0.401
2023-02-16 04:00:00,6,28.95,0.458
2023-02-16 05:00:00,3,22.76,0.349
2023-02-16 06:00:00,3,28.01,0.407
2023-02-16 07:00:00,7,27.12,0.399
2023-02-16 08:00:00,3,27.98,0.346
2023-02-16 09:00:00,2,27.25,0.313
2023-02-16 10:00:00,5,25.19,0.453
2023-02-16 11:00:00,3,29.74,0.424
2023-02-16 12:00:00,1,26.37,0.356
2023-02-16 13:00:00,2,24.85,0.431
2023-02-16 14:00:00,0,26.75,0.398
2023-02-16 15:00:00,2,27.7,0.43
2023-02-16 16:00:00,2,25.97,0.28
2023-02-16 17:00:00,1,26.59,0.349
2023-02-16 18:00:00,1,26.01,0.448
2023-02-16 19:00:00,3,24.53,0.502
2023-02-16 20:00:00,1,24.24,0.35
2023-02-16 21:00:00,0,23.1,0.349
2023-02-16 22:00:00,2,28.97,0.404
2023-02-16 23:00:00,5,25.51,0.387
2023-02-17 00:00:00,1,19.13,0.396
2023-02-17 01:00:00,2,26.8,0.261
2023-02-17 02:00:00,4,26.78,0.357
2023-02-17 03:00:00,4,22.33,0.409
2023-02-17 04:00:00,2,24.42,0.251
2023-02-17 05:00:00,6,24.36,0.288
2023-02-17 06:00:00,7,24.66,0.28
2023-02-17 07:00:00,4,28.6,0.401
2023-02-17 08:00:00,2,25.9,0.322
2023-02-17 09:00:00,1,25.37,0.309
2023-02-17 10:00:00,3,28.5,0.372
2023-02-17 11:00:00,4,27.27,0.307
2023-02-17 12:00:00,2,22.83,0.391
2023-02-17 13:00:00,1,25.11,0.489
2023-02-17 14:00:00,0,27.02,0.35
2023-02-17 15:00:00,0,24.54,0.271
2023-02-17 16:00:00,2,30.49,0.346
2023-02-17 17:00:00,2,26.69,0.393
2023-02-17 18:00:00,0,24.99,0.388
2023-02-17 19:00:00,3,24.28,0.41
2023-02-17 20:00:00,2,28.41,0.339
2023-02-17 21:00:00,4,25.29,0.354
2023-02-17 22:00:00,0,27.38,0.246
2023-02-17 23:00:00,1,24.35,0.399
2023-02-18 00:00:00,3,26.83,0.303
2023-02-18 01:00:00,5,25.45,0.378
2023-02-18 02:00:00,7,26.12,0.324
2023-02-18 03:00:00,6,25.19,0.364
2023-02-18 04:00:00,5,28.87,0.416
2023-02-18 05:00:00,4,25.87,0.346
2023-02-18 06:00:00,7,26.6,0.331
2023-02-18 07:00:00,4,26.73,0.368
2023-02-18 08:00:00,7,30.18,0.335
2023-02-18 09:00:00,4,28.77,0.32
2023-02-18 10:00:00,7,28.61,0.461
2023-02-18 11:00:00,5,23.91,0.275
2023-02-18 12:00:00,3,25.78,0.4
2023-02-18 13:00:00,2,29.51,0.361
2023-02-18 14:00:00,2,24.83,0.326
2023-02-18 15:00:00,3,27.37,0.385
2023-02-18 16:00:00,2,25.11,0.369
2023-02-18 17:00:00,1,25.35,0.433
2023-02-18 18:00:00,2,30.68,0.31
2023-02-18 19:00:00,3,28.79,0.341
2023-02-18 20:00:00,0,29.35,0.418
2023-02-18 21:00:00,4,28.99,0.357
2023-02-18 22:00:00,3,27.18,0.394
2023-02-18 23:00:00,3,26.12,0.428
2023-02-19 00:00:00,3,26.73,0.395
2023-02-19 01:00:00,4,27.19,0.336
2023-02-19 02:00:00,5,31.17,0.349
2023-02-19 03:00:00,6,24.98,0.428
2023-02-19 04:00:00,10,26.58,0.374
2023-02-19 05:00:00,7,25.9,0.356
2023-02-19 06:00:00,8,29.88,0.386
2023-02-19 07:00:00,8,31.52,0.302
2023-02-19 08:00:00,8,28.47,0.354
2023-02-19 09:00:00,7,28.67,0.362
2023-02-19 10:00:00,5,28.11,0.361
2023-02-19 11:00:00,8,28.84,0.346
2023-02-19 12:00:00,9,29.55,0.351
2023-02-19 13:00:00,3,28.9,0.36
2023-02-19 14:00:00,4,29.08,0.439
2023-02-19 15:00:00,5,29.68,0.256
2023-02-19 16:00:00,3,24.61,0.401
2023-02-19 17:00:00,6,28.21,0.362
2023-02-19 18:00:00,4,28.86,0.363
2023-02-19 19:00:00,9,29.12,0.345
2023-02-19 20:00:00,7,27.99,0.391
2023-02-19 21:00:00,7,28.69,0.413
2023-02-19 22:00:00,8,26.97,0.271
2023-02-19 23:00:00,9,24.91,0.47
2023-02-20 00:00:00,7,30.46,0.373
2023-02-20 01:00:00,7,26.27,0.371
2023-02-20 02:00:00,9,28.26,0.296
2023-02-20 03:00:00,11,27.12,0.337
2023-02-20 04:00:00,10,31.84,0.433
2023-02-20 05:00:00,7,28.55,0.369
2023-02-20 06:00:00,8,28.13,0.386
2023-02-20 07:00:00,9,30.29,0.342
2023-02-20 08:00:00,9,33.15,0.464
2023-02-20 09:00:00,12,29.69,0.357
2023-02-20 10:00:00,6,28.16,0.421
2023-02-20 11:00:00,9,30.35,0.357
2023-02-20 12:00:00,10,25.86,0.382
2023-02-20 13:00:00,10,29.14,0.382
2023-02-20 14:00:00,6,33.08,0.411
2023-02-20 15:00:00,7,29.45,0.402
2023-02-20 16:00:00,7,29.39,0.341
2023-02-20 17:00:00,6,29.26,0.422
2023-02-20 18:00:00,6,28.47,0.315
2023-02-20 19:00:00,7,29.93,0.305
2023-02-20 20:00:00,3,30.9,0.35
2023-02-20 21:00:00,8,28.73,0.384
2023-02-20 22:00:00,8,24.45,0.313
2023-02-20 23:00:00,8,30.41,0.36
2023-02-21 00:00:00,11,33.79,0.295
2023-02-21 01:00:00,8,28.81,0.351
2023-02-21 02:00:00,9,26.67,0.413
2023-02-21 03:00:00,13,31.01,0.322
2023-02-21 04:00:00,8,33.18,0.303
2023-02-21 05:00:00,9,30.8,0.383
2023-02-21 06:00:00,9,33.23,0.324
2023-02-21 07:00:00,11,31.41,0.485
2023-02-21 08:00:00,9,31.28,0.373
2023-02-21 09:00:00,7,28.88,0.415
2023-02-21 10:00:00,7,30.53,0.298
2023-02-21 11:00:00,6,29.94,0.386
2023-02-21 12:00:00,7,29.92,0.313
2023-02-21 13:00:00,7,29.58,0.354
2023-02-21 14:00:00,6,30.58,0.326
2023-02-21 15:00:00,3,27.58,0.415
2023-02-21 16:00:00,7,31.84,0.379
2023-02-21 17:00:00,5,28.51,0.369
2023-02-21 18:00:00,7,29.8,0.431
2023-02-21 19:00:00,6,31.01,0.364
2023-02-21 20:00:00,7,28.54,0.415
2023-02-21 21:00:00,6,26.5,0.453
2023-02-21 22:00:00,8,29.71,0.37
2023-02-21 23:00:00,7,27.66,0.376
2023-02-22 00:00:00,7,31.99,0.411
2023-02-22 01:00:00,11,28.3,0.435
2023-02-22 02:00:00,9,33.62,0.369
2023-02-22 03:00:00,8,30.68,0.331
2023-02-22 04:00:00,6,30.86,0.406
2023-02-22 05:00:00,6,26.82,0.391
2023-02-22 06:00:00,8,31.11,0.405
2023-02-22 07:00:00,7,30.71,0.397
2023-02-22 08:00:00,6,28.31,0.373
2023-02-22 09:00:00,6,31.13,0.376
2023-02-22 10:00:00,8,30.2,0.397
2023-02-22 11:00:00,6,30.61,0.29
2023-02-22 12:00:00,3,31.13,0.429
2023-02-22 13:00:00,4,30.18,0.385
2023-02-22 14:00:00,2,31.66,0.32
2023-02-22 15:00:00,2,31.04,0.371
2023-02-22 16:00:00,2,32.2,0.428
2023-02-22 17:00:00,2,30.24,0.376
2023-02-22 18:00:00,0,29.21,0.325
2023-02-22 19:00:00,2,29.96,0.298
2023-02-22 20:00:00,2,34.31,0.485
2023-02-22 21:00:00,0,33.37,0.275
2023-02-22 22:00:00,6,33.93,0.378
2023-02-22 23:00:00,5,34.11,0.332
2023-02-23 00:00:00,4,30.65,0.414
2023-02-23 01:00:00,5,32.22,0.301
2023-02-23 02:00:00,3,31.82,0.442
2023-02-23 03:00:00,8,33.03,0.355
2023-02-23 04:00:00,8,31.17,0.35
2023-02-23 05:00:00,5,31.98,0.346
2023-02-23 06:00:00,7,31.98,0.332
2023-02-23 07:00:00,5,32.94,0.343
2023-02-23 08:00:00,2,33.22,0.397
2023-02-23 09:00:00,3,32.14,0.275
2023-02-23 10:00:00,3,32.24,0.323
2023-02-23 11:00:00,2,32.49,0.436
2023-02-23 12:00:00,2,35.37,0.356
2023-02-23 13:00:00,1,28.65,0.332
2023-02-23 14:00:00,1,30.21,0.297
2023-02-23 15:00:00,1,33.54,0.302
2023-02-23 16:00:00,0,32.77,0.41
2023-02-23 17:00:00,0,32.8,0.319
2023-02-23 18:00:00,0,33.64,0.401
2023-02-23 19:00:00,2,32.78,0.311
2023-02-23 20:00:00,0,31.27,0.354
2023-02-23 21:00:00,3,33.68,0.357
2023-02-23 22:00:00,4,32.5,0.323
2023-02-23 23:00:00,2,31.6,0.364
2023-02-24 00:00:00,0,33.92,0.254
2023-02-24 01:00:00,2,33.88,0.356
2023-02-24 02:00:00,3,33.04,0.382
2023-02-24 03:00:00,2,36.08,0.318
2023-02-24 04:00:00,3,35.34,0.371
2023-02-24 05:00:00,6,34.73,0.367
2023-02-24 06:00:00,5,37.89,0.369
2023-02-24 07:00:00,2,32.5,0.292
2023-02-24 08:00:00,1,31.9,0.364
2023-02-24 09:00:00,3,34.59,0.273
2023-02-24 10:00:00,2,32.4,0.328
2023-02-24 11:00:00,3,32.96,0.359
2023-02-24 12:00:00,1,31.0,0.37
2023-02-24 13:00:00,2,34.22,0.299
2023-02-24 14:00:00,4,30.1,0.345
2023-02-24 15:00:00,2,32.89,0.399
2023-02-24 16:00:00,0,33.08,0.31
2023-02-24 17:00:00,0,32.27,0.251
2023-02-24 18:00:00,0,29.67,0.386
2023-02-24 19:00:00,2,29.68,0.312
2023-02-24 20:00:00,0,31.75,0.327
2023-02-24 21:00:00,2,34.36,0.365
2023-02-24 22:00:00,2,33.89,0.363
2023-02-24 23:00:00,2,33.31,0.41
2023-02-25 00:00:00,1,31.61,0.347
2023-02-25 01:00:00,4,34.09,0.362
2023-02-25 02:00:00,4,29.84,0.274
2023-02-25 03:00:00,5,28.68,0.39
2023-02-25 04:00:00,4,33.02,0.324
2023-02-25 05:00:00,7,32.44,0.52
2023-02-25 06:00:00,4,35.59,0.348
2023-02-25 07:00:00,8,33.91,0.38
2023-02-25 08:00:00,2,36.93,0.39
2023-02-25 09:00:00,5,32.56,0.354
2023-02-25 10:00:00,5,34.66,0.38
2023-02-25 11:00:00,3,33.21,0.471
2023-02-25 12:00:00,4,36.51,0.32
2023-02-25 13:00:00,5,33.37,0.246
2023-02-25 14:00:00,0,35.51,0.293
2023-02-25 15:00:00,3,31.67,0.408
2023-02-25 16:00:00,0,33.03,0.334
2023-02-25 17:00:00,1,33.72,0.474
2023-02-25 18:00:00,5,36.44,0.394
2023-02-25 19:00:00,2,29.55,0.325
2023-02-25 20:00:00,1,33.3,0.319
2023-02-25 21:00:00,3,33.26,0.335
2023-02-25 22:00:00,7,29.87,0.254
2023-02-25 23:00:00,2,33.12,0.371
2023-02-26 00:00:00,4,30.99,0.392
2023-02-26 01:00:00,8,29.43,0.309
2023-02-26 02:00:00,10,33.6,0.28
2023-02-26 03:00:00,7,33.55,0.312
2023-02-26 04:00:00,6,33.68,0.407
2023-02-26 05:00:00,11,34.7,0.397
2023-02-26 06:00:00,10,32.46,0.368
2023-02-26 07:00:00,9,37.82,0.439
2023-02-26 08:00:00,6,34.2,0.272
2023-02-26 09:00:00,7,36.86,0.346
2023-02-26 10:00:00,6,30.95,0.385
2023-02-26 11:00:00,7,32.66,0.396
2023-02-26 12:00:00,8,35.72,0.397
2023-02-26 13:00:00,7,33.92,0.393
2023-02-26 14:00:00,4,32.25,0.422
2023-02-26 15:00:00,7,30.74,0.394
2023-02-26 16:00:00,5,35.9,0.299
2023-02-26 17:00:00,6,35.76,0.334
2023-02-26 18:00:00,7,34.96,0.271
2023-02-26 19:00:00,4,33.5,0.406
2023-02-26 20:00:00,6,32.29,0.416
2023-02-26 21:00:00,5,34.43,0.295
2023-02-26 22:00:00,4,31.92,0.337
2023-02-26 23:00:00,8,33.06,0.268
2023-02-27 00:00:00,12,37.11,0.35
